protocol,replicate,model,true,predicted,pair,venue,camera,lighting,slot_id,file,near_duplicate_in_train
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t001864_m.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t001918.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t001984_m.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t002002_m.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t002053.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t002098.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t002126_m.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t002128.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t002173.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C1,C2->C1,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t002203.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t002218.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t002227_m.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t002263.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t002278.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t002289_m.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t002293.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t002319_m.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t002338.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C1,C2->C1,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t002353.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t002443.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t002458.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C1,C2->C1,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t002473.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t002488.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t002533.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t002563.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t002569_m.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t002578.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t002620_m.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t002635_m.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t002638.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t002688_m.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t002718_m.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t002787.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t002801_m.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t002817.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t002832.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t002861_m.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t002862.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t003093_m.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t003102.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t003117.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t003132.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t003177.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t003233_m.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t003258_m.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t003264_m.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t003267.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t003272_m.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t003282.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t003312.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t003327.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t003378_m.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t003412_m.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t003417.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t003444_m.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t003447.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t003503_m.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t003533_m.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t003537.jpg,
temporal,temporal_2026-07-12,dinov2,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t003597.jpg,
temporal,temporal_2026-07-12,vit,C1,C2,C1->C2,venue_01,camera_B,night,venue_01_2026-07-12_2030,1_empty/slot_20260712_2030_camA_t000074.jpg,
temporal,temporal_2026-07-12,vit,C1,C2,C1->C2,venue_01,camera_B,night,venue_01_2026-07-12_2030,1_empty/slot_20260712_2030_camA_t001633.jpg,
temporal,temporal_2026-07-12,vit,C1,C2,C1->C2,venue_01,camera_B,night,venue_01_2026-07-12_2030,1_empty/slot_20260712_2030_camA_t001663.jpg,
temporal,temporal_2026-07-12,vit,C1,C2,C1->C2,venue_01,camera_B,night,venue_01_2026-07-12_2030,1_empty/slot_20260712_2030_camA_t002322.jpg,
temporal,temporal_2026-07-12,vit,C1,C2,C1->C2,venue_01,camera_B,night,venue_01_2026-07-12_2030,1_empty/slot_20260712_2030_camA_t002861.jpg,
temporal,temporal_2026-07-12,vit,C1,C3,C1->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,1_empty/slot_20260712_2030_camB_t002368.jpg,
temporal,temporal_2026-07-12,vit,C1,C3,C1->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,1_empty/slot_20260712_2030_camB_t002383.jpg,
temporal,temporal_2026-07-12,vit,C1,C3,C1->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,1_empty/slot_20260712_2030_camB_t002398.jpg,
temporal,temporal_2026-07-12,vit,C1,C3,C1->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,1_empty/slot_20260712_2030_camB_t002413.jpg,
temporal,temporal_2026-07-12,vit,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t000194.jpg,
temporal,temporal_2026-07-12,vit,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t000389.jpg,
temporal,temporal_2026-07-12,vit,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t000464.jpg,
temporal,temporal_2026-07-12,vit,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t000884.jpg,
temporal,temporal_2026-07-12,vit,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t001274.jpg,
temporal,temporal_2026-07-12,vit,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t001363.jpg,
temporal,temporal_2026-07-12,vit,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t001708.jpg,
temporal,temporal_2026-07-12,vit,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t001798.jpg,
temporal,temporal_2026-07-12,vit,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t001918.jpg,
temporal,temporal_2026-07-12,vit,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t002023.jpg,
temporal,temporal_2026-07-12,vit,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t002173.jpg,
temporal,temporal_2026-07-12,vit,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t002353.jpg,
temporal,temporal_2026-07-12,vit,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t002473.jpg,
temporal,temporal_2026-07-12,vit,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t003042.jpg,
temporal,temporal_2026-07-12,vit,C2,C3,C2->C3,venue_01,camera_A,night,venue_01_2026-07-12_2030,2_playing/slot_20260712_2030_camB_t003312.jpg,
